Timestamp,Provincia,Trabajo_Urbano/Rural,Tipo_de_beca,Ano_Convocatoria,Ano_de_retorno,Grado_Academico,Area_de_estudio,Trabaja_actualmente,Motivo_de_si/no_trabaja,Empleo_seguro,Empleo_adecuado,Transferencia_efectiva_de_habilidades,Sector_laboral,Tiempo_en_encontrar_empleo,Calidad_primer_empleo,Categoria_salarial,Lugar_de_trabajo,Numero_de_colegas,Satisfaccion_laboral,Motivo_(in)satisfaccion_laboral,Calidad_relativa_de_empleo ,Satisfaccion_salarial,Horas_semanales_de_trabajo,Tiempo_de_paro,Tiempo_de_busqueda,Tipo_de_gestion,Experiencia_laboral_previa,Motivos_dejar_previo_empleo,Motivo_subempleo,Deseos,Disponibilidad_para_trabajar,Tiempo_disponible_para_trabajar,Gestiones_aumento_hora_empleo,Motivo_cambio_empleo,Motivo_trabajo_mas_40hrs
6/8/18 03:06,Tungurahua,Zona Urbana,Becas de Excelencia,2013,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,6-Feb,Buscando por Internet,Mas 2500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horas extras, Exceso de trabajo o clientes"
6/8/18 03:20,Pichincha,Zona Urbana,Becas de Excelencia,2013,2018,Ttulo de tercer nivel,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Hablar con amigos o parientes, Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
6/8/18 04:11,Pichincha,Zona Urbana,Becas de Excelencia,2013,2018,Ttulo de tercer nivel,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",menos 2 a̱os,Renuncia voluntaria,NA,,NA,NA,,,
6/8/18 04:53,Guayas,Zona Urbana,Becas de Excelencia,2013,2014,Maestria,Artes,SI,NA,SI,Si,Ms del 75%,Academia,0-2,"Enviando o presentando hojas de vida (carpeta), Otra gestin",2000-2500,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Debido a mi preparacin tengo muchas peticiones de trabajo independiente adems de mi trabajo estable. Por ese motivo debo trabajar horas mucho ms de las 40 horas normales a la semana"
6/8/18 06:14,Pichincha,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,Artes,SI,NA,SI,No,Entre el 50% y el 75%,Sector Privado,12-Jun,"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por excesiva carga de trabajo en horarios normales",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
6/8/18 06:52,Pichincha,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
6/8/18 11:47,Azuay,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,Otra gestin,menos 2 a̱os,NA,NA,,NA,NA,,,
4/7/18 21:54,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,NA,Sector Publico,0-2,Hablando con amigos o parientes,Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,Por no tener estabilidad laboral,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/18/18 19:38,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,Educacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,1 a̱o o mas,Enviar o presentar hojas de vida (carpeta),2-4 a̱os,NA,NA,,NA,NA,,,
4/18/18 19:42,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Entre el 25% y el 50%,Sector Publico,6-Feb,"Asistiendo a entrevistas, Buscando por Internet",500-1000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras"
4/18/18 20:36,Imbabura,Zona Rural,Becas de Excelencia,2014,2016,Maestria,Artes,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 21:26,Azuay,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,6-Feb,Enviando o presentando hojas de vida (carpeta),500-1000,Local de una empresa o del patrono,Menos de 100,Poco Contento,Por tener ingresos bajos,Peor,No,Menos de 40 horas,NA,NA,,NA,NA,Reduccion de las actividades econmicas,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 10 horas,Buscar ms trabajo,Inseguridad en su trabajo,
4/18/18 21:52,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Privado,6-Feb,Hablando con amigos o parientes,1500-2000,Su vivienda,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,negocio propio
4/18/18 22:05,Azuay,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",1000-1500,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Estoy contento con mi trabajo, No hay la posibilidad de aplicar los conocimientos adquiridos en el programa en un 100% del tiempo",Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Aunque no se tiene un horario riguroso, es necesario poner mas horas de trabajo por mi parte para cumplir ciertos objetivos en la investigacion"
4/18/18 22:52,Azuay,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 23:11,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Menos del 25%,Academia,0-2,Otra gestin,1000-1500,Local de una empresa o del patrono,100 y ms,No sabe,Gane una Beca para doctorado y solicite diferimiento del periodo de compensacion. Un PhD no es que sea de las experiencias mas gratificantes de la vida. https://medium.economist.com/why-doing-a-phd-is-often-a-waste-of-time-349206f9addb,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Un estudiante de PhD tiene mas carga laboral que un trabajo.
4/19/18 01:11,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Hablar con amigos o parientes, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 01:26,Azuay,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,Tecnologas de la informacion y la comunicacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 02:24,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Menos del 25%,Sector Privado,6-Feb,Volv a mi trabajo anterior,1500-2000,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 02:24,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 03:24,Imbabura,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,Bscar por Internet,menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 05:06,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,No,Entre el 25% y el 50%,Sector Privado,6-Feb,"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio",1000-1500,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 10:42,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,Si,Menos del 25%,Sector Publico,0-2,Volv a mi trabajo anterior,500-1000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Trabajo solo 12 horas a la semana",Igual,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 20 horas,"Buscar ms trabajo, Presentar solicitud a otros empleadores","Porque no trabaja jornada completa, Desea ejercer su profesin, Los ingresos no son suficientes",
4/19/18 12:52,Imbabura,Zona Rural,Becas de Excelencia,2014,2016,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,0-2,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",2000-2500,Local de una empresa o del patrono,100 y ms,Poco Contento,Estoy contento con mi trabajo,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/19/18 14:57,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 15:58,Guayas,Zona Urbana,Becas de Excelencia,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,Enviando o presentando hojas de vida (carpeta),1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 16:40,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Privado,12-Jun,"Tratando de establecer su propio taller, empresa o negocio",1500-2000,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Despus de 6 meses de no conseguir empleo conoc unas personas quienes hoy en da son mis socios capitalistas (Pagan mi sueldo). Sin embargo, hasta ahora no hemos logrado conseguir un proyecto importante razn por la que el proyecto se est viniendo abajo y posiblemente me quede sin ingresos en el prximo mes.",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/19/18 20:25,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Otra gestin",2000-2500,Se desplaza (distintos lugares),Menos de 100,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/20/18 12:39,Los Rios,Zona Rural,Convocatoria Abierta,2014,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,No,Entre el 25% y el 50%,Sector Publico,12-Jun,"Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",500-1000,"Finca, terreno o establecimiento comunal",100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por las pocas posibilidades de progresar",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Llevar trabajo a casa, informacion de campo que luego toca procesar en casa casi a diario "
4/20/18 22:26,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Menos del 25%,Sector Publico,12-Jun,"Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/22/18 04:42,Guayas,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,12-Jun,"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 01:36,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,Otra gestin,1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 01:42,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Publico,0-2,"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/23/18 01:54,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,6-Feb,"Acudiendo a sitios de contratacin temporal, Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",1000-1500,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 03:52,Guayas,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,Salud y bienestar,SI,NA,SI,Si,Entre el 50% y el 75%,Academia,0-2,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Mas 2500,Se desplaza (distintos lugares),100 y ms,Descontento pero conforme,"Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, No me reconocen el tiempo que invierto desplazandome entre un hospital y otro. Mucha politica universitaria.",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 04:30,Pichincha,Zona Rural,Convocatoria Abierta,2014,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Publico,12-Jun,"Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",1000-1500,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Horas extras"
4/23/18 04:32,Pichincha,Zona Urbana,Becas de Excelencia,2014,2015,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,1 mes,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/23/18 13:55,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/23/18 14:27,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,Tecnologas de la informacion y la comunicacion,NO,NA,SI,Si,Ms del 75%,Sector Privado,6-Feb,"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Mas 2500,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 15:09,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Enviando o presentando hojas de vida (carpeta),Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 23:28,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,Volv a mi trabajo anterior,1500-2000,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
4/24/18 04:34,Pichincha,Zona Urbana,Becas de Excelencia,2014,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Menos del 25%,Sector Privado,6-Feb,Enviando o presentando hojas de vida (carpeta),menos 386,Local propio o arrendado,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Emprender un negocio al ver el nivel y tiempo de desempleo"
4/24/18 18:38,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Asistiendo a entrevistas",2000-2500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,Por trabajar en un ambiente perjudicial o con materiales da��_inos para su salud,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/25/18 16:52,Carchi,Zona Urbana,Otras,2014,2016,Otro,Artes,SI,Vacaciones o das feriados,SI,Si,Ms del 75%,Sector Privado,0-2,"Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,Por tener ingresos bajos,No trabajaba anteriormente,Si,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,No desea trabajar ms horas,NO,NA,No ha realizado ninguna gestin,,
4/25/18 17:42,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/26/18 00:25,Pichincha,Zona Urbana,Becas de Excelencia,2014,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,"Hablando con amigos o parientes, Asistiendo a entrevistas, Otra gestin",1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/26/18 03:08,Guayas,Zona Urbana,Becas de Excelencia,2014,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Entre el 25% y el 50%,Academia,6-Feb,"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta), Otra gestin",1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/26/18 05:56,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Menos del 25%,Academia,6-Feb,"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",385-500,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral",Peor,No,Menos de 40 horas,NA,NA,,NA,NA,No pudo conseguir empleo,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 20 horas,"Buscar ms trabajo, Registro en agencia de empleo pblica o privada, Presentar solicitud a otros empleadores, Pedir ayuda a amigos o familiares","Porque no trabaja jornada completa, Desea ejercer su profesin",
5/10/18 21:18,Morona Santiago,Zona Rural,Convocatoria Abierta,2014,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/16/18 13:19,Pichincha,Zona Urbana,Becas de Excelencia,2014,2017,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,No,Entre el 25% y el 50%,Sector Privado,6-Feb,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/16/18 13:58,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,6-Feb,"Tratando de establecer su propio taller, empresa o negocio",2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Trabajo completo y trabajo en emprendimiebto propio
5/16/18 17:21,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/17/18 00:11,Pichincha,Zona Urbana,Convocatoria Abierta,2014,2018,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,1000-1500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/24/18 03:32,Guayas,Zona Urbana,Convocatoria Abierta,2014,2017,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,6-Feb,Asistiendo a entrevistas,2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
6/8/18 02:52,Azuay,Zona Urbana,Convocatoria Abierta,2014,2016,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
