Timestamp,Provincia,Donde Trabaja,Tipo de beca,AnoConvocatoria,Ano de retorno,Grado Academico,Area de estudio,Trabaja actualmente,Motivo de si/no trabaja,Empleo seguro,Empleo adecuado,Transferencia efectiva de habilidades,Sector laboral,Tiempo para encontrar empleo,Calidad primer empleo,Categoria salarial,Lugar de trabajo,Numero de colegas,Satisfaccion laboral,Motivo (in)satisfaccion laboral,Calidad relativa de empleo ,Satisfaccion salarial,Horas semanales de trabajo,Tiempo de paro,Tiempo de busqueda,Tipo de gestion,Experiencia laboral previa,Motivos dejar previo empleo,Motivo subempleo,Deseos,Disponibilidad para trabajar,Tiempo disponible para trabajar,Gestiones aumento hora empleo,Motivo cambio empleo,Motivo trabajo mas 40hrs
5/16/18 16:31,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,Servicios,SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Hablando con amigos o parientes, Buscando en la prensa o radio, Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
5/16/18 17:07,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 1500 a 2000 dlares,Local de cooperativa u asociacin,100 y ms,Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Mejorado,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Exceso de trabajo o clientes"
5/18/18 14:20,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Menos del 25%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
5/18/18 23:18,Azuay,Zona Urbana,Convocatoria Abierta,2013.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 50% y el 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, prefiero quedarme un poco mas tarde en la oficina y revisar varias cosas"
5/19/18 13:39,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Sigue igual,No,40 horas o ms,,,,,,,,,,,,"Trabajo con contrato por elaboracin de productos. Dicha tarea lleva un poco ms de tiempo que el horario regular de trabajo, incluyendo fines de semana."
5/30/18 07:52,Guayas,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
6/8/18 03:06,Tungurahua,Zona Urbana,Becas de Excelencia,2013.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Buscando por Internet,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,No,40 horas o ms,,,,,,,,,,,,"Horas extras, Exceso de trabajo o clientes"
6/8/18 03:20,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2018,Ttulo de tercer nivel,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Hablar con amigos o parientes, Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 04:11,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2018,Ttulo de tercer nivel,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Menos de dos aÐos de experiencia laboral,Renuncia voluntaria,,,,,,,
6/8/18 04:53,Guayas,Zona Urbana,Becas de Excelencia,2013.00,2014,Maestria,Artes,SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Debido a mi preparacin tengo muchas peticiones de trabajo independiente adems de mi trabajo estable. Por ese motivo debo trabajar horas mucho ms de las 40 horas normales a la semana"
6/8/18 06:14,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,Artes,SI,,SI,No,Entre el 50% y el 75%,Sector Privado,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por excesiva carga de trabajo en horarios normales",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
6/8/18 06:52,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 11:47,Azuay,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,Otra gestin,Si - Menos de dos aÐos de experiencia laboral,,,,,,,,
4/7/18 21:54,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Por no tener estabilidad laboral,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/18/18 19:38,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,Educacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace ms de 1 aÐo,Enviar o presentar hojas de vida (carpeta),Si - Entre dos a 4 aÐos de experiencia laboral,,,,,,,,
4/18/18 19:42,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Asistiendo a entrevistas, Buscando por Internet",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos",Sigue igual,No,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras"
4/18/18 20:36,Imbabura,Zona Rural,Becas de Excelencia,2014.00,2016,Maestria,Artes,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 21:26,Azuay,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Poco Contento,Por tener ingresos bajos,Empeor,No,Menos de 40 horas,,,,,,Reduccin de las actividades econmicas,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 10 horas ms,Buscar ms trabajo,Inseguridad en su trabajo,
4/18/18 21:52,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 1500 a 2000 dlares,Su vivienda,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,negocio propio
4/18/18 22:05,Azuay,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Estoy contento con mi trabajo, No hay la posibilidad de aplicar los conocimientos adquiridos en el programa en un 100% del tiempo",Sigue igual,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, Aunque no se tiene un horario riguroso, es necesario poner mas horas de trabajo por mi parte para cumplir ciertos objetivos en la investigacion"
4/18/18 22:52,Azuay,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 23:11,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Menos del 25%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Otra gestin,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,No sabe,Gane una Beca para doctorado y solicite diferimiento del periodo de compensacion. Un PhD no es que sea de las experiencias mas gratificantes de la vida. https://medium.economist.com/why-doing-a-phd-is-often-a-waste-of-time-349206f9addb,Mejorado,No,40 horas o ms,,,,,,,,,,,,Un estudiante de PhD tiene mas carga laboral que un trabajo.
4/19/18 01:11,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Hablar con amigos o parientes, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 01:26,Azuay,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,Tecnologas de la informacin y la comunicacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 02:24,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Menos del 25%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Volv a mi trabajo anterior,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 02:24,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 03:24,Imbabura,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,Bscar por Internet,Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 05:06,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,No,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, En general, por las actividades o tareas que realiza, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 10:42,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,Si,Menos del 25%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Trabajo solo 12 horas a la semana",Sigue igual,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 20 horas ms,"Buscar ms trabajo, Presentar solicitud a otros empleadores","Porque no trabaja jornada completa, Desea ejercer su profesin, Los ingresos no son suficientes",
4/19/18 12:52,Imbabura,Zona Rural,Becas de Excelencia,2014.00,2016,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,Estoy contento con mi trabajo,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/19/18 14:57,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 15:58,Guayas,Zona Urbana,Becas de Excelencia,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 16:40,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Tratando de establecer su propio taller, empresa o negocio",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Despus de 6 meses de no conseguir empleo conoc unas personas quienes hoy en da son mis socios capitalistas (Pagan mi sueldo). Sin embargo, hasta ahora no hemos logrado conseguir un proyecto importante razn por la que el proyecto se est viniendo abajo y posiblemente me quede sin ingresos en el prximo mes.",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/19/18 20:25,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Tratando de establecer su propio taller, empresa o negocio, Otra gestin",Entre 2000 a 2500 dlares,Se desplaza (distintos lugares),Menos de 100,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/20/18 12:39,Los Ros,Zona Rural,Convocatoria Abierta,2014.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,No,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",Entre 500 a 1000 dlares mensuales,"Finca, terreno o establecimiento comunal",100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por las pocas posibilidades de progresar",Sigue igual,No,40 horas o ms,,,,,,,,,,,,"Llevar trabajo a casa, informacion de campo que luego toca procesar en casa casi a diario "
4/20/18 22:26,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Menos del 25%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/22/18 04:42,Guayas,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral",Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 01:36,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Otra gestin,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 01:42,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 25% y el 50%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Horas extras
4/23/18 01:54,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Acudiendo a sitios de contratacin temporal, Tratando de establecer su propio taller, empresa o negocio, Volv a mi trabajo anterior",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 03:52,Guayas,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,Salud y bienestar,SI,,SI,Si,Entre el 50% y el 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Ms de 2500 dlares,Se desplaza (distintos lugares),100 y ms,Descontento pero conforme,"Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, No me reconocen el tiempo que invierto desplazandome entre un hospital y otro. Mucha politica universitaria.",Mejorado,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 04:30,Pichincha,Zona Rural,Convocatoria Abierta,2014.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,"Horario normal, Horas extras"
4/23/18 04:32,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 1 mes,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/23/18 13:55,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/23/18 14:27,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2016,Maestria,Tecnologas de la informacin y la comunicacin,NO,,SI,Si,Ms del 75%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Ms de 2500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 15:09,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 23:28,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas extras
4/24/18 04:34,Pichincha,Zona Urbana,Becas de Excelencia,2014.00,2017,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Menos del 25%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Menos del salario bsico unificado (386 dlares mensuales),Local propio o arrendado,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Empeor,No,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Emprender un negocio al ver el nivel y tiempo de desempleo"
4/24/18 18:38,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Asistiendo a entrevistas",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,Por trabajar en un ambiente perjudicial o con materiales daÐinos para su salud,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/25/18 16:52,Carchi,Zona Urbana,Otras,2014.00,2016,Otro,Artes,SI,Vacaciones o das feriados,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Por tener ingresos bajos,No trabajaba anteriormente,Si,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,No desea trabajar ms horas,No,,No ha realizado ninguna gestin,,
4/25/18 17:42,Pichincha,Zona Urbana,Convocatoria Abierta,2014.00,2017,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
